id;time;lang;place
2274;14,2;ambig;
2275;15,2;12;
2276;14,2;10;
2277;14,1;ambig;Speyer
2278;14,2;10;
2279;14,1;ambig;Gundelsheim. vgl. auch die Textinterpolation nach v. 25606
2280;14,2;21;
2281;15,1;20;
2282;14,2;20;
2283;14,1;22;
2284;14,2;11;
2285;14,1;11;
2286;14,2;22;
2287;14,2;ambig;
2288;14,2;11;
2289;14,2;20;
2290;14,2;22;
2291;15,2;20;
2292;14,2;ambig;
2293;14,2;11;
2294;15,1;22;
2295;14,2;12;
2296;14,1;22;Würzburg
2297;14,2;11;
2298;14,1;30;Lüneburg
2299;14,2;11;
2300;14,2;20;
2301;14,1;11;
2302;15,1;mfrk.;
2303;14,2;11;
2304;14,2;22;
2305;14,2;10;
2306;14,2;11;
2307;14,2;22;
2308;14,2;12;
2309;14,1;21;
2310;15,1;20;
2311;14,1;ambig;
2312;14,2;12;
2313;14,2;ambig;
2314;14,2;westl. Niederalem.;Schlettstadt
2315;14,2;11;
2316;14,1;ambig;
2317;14,1;30;
2318;14,2;22;
2319;15,1;ambig;
2320;14,2;31;
2321;14,2;31;
2322;14,2;ambig;
2323;14,2;30;
2324;14,2;30;
2325;14,2;30;
2327;14,1;20;
2328;14,2;20;
2330;14,2;ambig;Prag
2331;14,2;11;
2332;;mitteldeutsch;
2333;;20;
2334;;westbairischer Sprachraum;
2335;12,2;11;
2336;12,2;21;
2337;14,2;21;
2338;15,1;11;
2339;14,2;12;
2340;14,2;12;
2341;15,1;12;
2342;15,2;11;
2343;14,2;ambig;
2344;15,1;21;
2345;14,2;11;
2346;14,1;20;
2347;14,1;ambig;
2348;14,2;11;
2350;14,2;ambig;
2351;14,2;ambig;
2352;14,2;ambig;
2353;15,1;31;
2354;14,2;30;
2355;14,2;31;
2356;14,2;ambig;
2357;14,2;20;
2358;14,2;20;
2359;14,1;?;Prag
2360;14,2;20;
2361;14,2;11;
2362;14,2;22;
2363;14,1;12;
2364;15,2;11;
2365;15,2;11;
2366;14,2;12;
2368;15,1;22;
2369;15,2;;
2370;15,2;12;
2371;16,1;;
2372;15,1;;
2373;15,1;30;Leipzig
2374;15,1;;
2377;14,2;22;
2378;15,2;;
2379;12,2;13;
2380;15,2;;Aldersbach
2381;;11;
2382;;;
2383;15,1;21;
2384;15,2;;
2385;14,2;;
2387;15,2;;
2389;;;
2390;12,2;;
2391;Glossen: unbekannt ;;
2392;12,2;;
2393;14,2;11;
2394;14,2;11;
2395;15,2;11;
2396;14,2;20;
2397;;;
2398;Glossen: unbekannt ;;
2399;;;
2400;12,2;;
2401;12,1;;
2402;15,1;ambig;Mainz
2403;15,1;;
2404;14,2;ambig;
2405;14,2;ambig;
2406;14,2;20;
2407;14,2;20;
2408;15,2;11;
2409;14,2;11;Prag
2410;14,2;ambig;
2411;14,2;12;
2412;14,2;30;
2413;14,1;11;
2414;14,2;22;
2415;14,2;11;
2416;14,1;ambig;
2417;15,2;30;
2418;15,2;30;
2419;14,2;nordwestl. Ostfrk.;
2420;14,1;22;
2421;14,1;20;
2422;14,2;20;
2423;15,2;22;
2424;15,1;30;Bremen
2425;14,1;ambig;
2426;14,2;ambig;
2427;15,1;31;
2428;14,2;22;
2429;14,2;30;wohl Herford
2430;15,1;22;
2431;14,2;10;
2432;14,1;20;
2433;14,1;21;
2434;14,2;11;
2435;14,2;20;
2436;14,2;10;
2437;14,2;11;
2438;14,2;südl. Ostfrk.;
2439;14,2;20;
2440;14,2;11;
2441;14,1;21;
2442;14,2;11;
2443;14,2;12;
2444;14,2;12;
2445;14,2;21;
2446;14,2;11;
2447;14,2;ambig;
2448;14,2;20;
2449;14,1;Nordöstl. Grenzgebiet des Obd.;
2450;15,2;;
2451;15,2;31;
2452;14,2;11;
2453;16,1;40;
2455;14,2;20;
2456;14,1;12;
2457;15,2;;
2458;14,2;11;
2459;14,2;11;
2460;14,2;31;
2461;14,1;11;
2462;14,1;20;
2463;12,2;10;
2464;16,1;21;
2465;14,2;11;
2466;14,1;20;
2467;15,2;21;
2468;14,1;ambig;
2469;14,2;12;
2470;14,2;12;
2471;14,2;ambig;
2472;15,1;12;
2473;14,2;12;
2474;15,1;22;
2475;14,1;östl. Südalem.;
2476;14,2;westl. Südalem.;
2477;14,2;11;
2478;15,2;;
2479;14,2;12;
2480;15,1;12;
2481;14,1;20;
2482;14,1;21;
2483;14,1;21;
2484;14,2;10;
2485;14,1;20;
2486;15,1;;
2487;14,2;20;
2488;14,2;12;
2489;15,1;22;
2490;15,2;22;
2491;14,2;11;
2492;14,1;12;
2493;14,1;20;
2494;14,2;22;
2495;15,1;21;
2497;15,2;30;
2498;16,1;;
2499;15,1;12;
2500;15,2;22;
2501;15,1;21;
2503;16,1;;
2504;15,2;;
2505;15,2;;
2506;15,2;20;Kleberg
2507;15,2;ambig;
2508;15,2;;
2509;15,2;40;
2510;14,2;30;
2511;15,2;40;
2512;16,1;40;
2513;16,1;40;
2514;14,2;40;
2515;15,2;40;
2516;15,2;40;
2519;15,2;;
2521;15,2;40;
2522;15,2;12;
2526;16,1;12;
2527;15,2;12;
2531;15,1;12;
2532;15,2;12;
2533;15,2;12;
2534;15,2;12;
2535;15,2;12;
2536;15,2;12;Colmar
2538;15,2;12;
2539;15,2;;
2540;15,2;12;
2542;15,2;12;
2543;15,2;12;
2544;15,2;12;
2545;15,2;12;
2546;15,2;12;
2547;15,1;12;
2548;15,2;10;
2549;16,2;12;
2551;15,2;10;
2556;15,1;12;
2557;15,2;unterelsäss.;
2560;15,2;12;
2561;15,2;12;Colmar
2565;15,2;12;Benediktinerabtei Murbach im Elsaß
2566;15,2;12;
2568;16,2;12;
2569;15,2;12;
2571;15,1;12;
2572;15,2;hd.;
2575;15,2;10;
2576;15,2;hd.;
2579;14,2;22;
2580;14,1;ambig;Teil III: Ebenfurth
2581;14,1;22;
2582;14,2;11;Oberaltaich
2583;14,1;22;
2584;15,1;11;
2585;14,2;11;
2586;14,2;11;
2587;14,2;11;
2588;15,1;;
2589;14,2;21;
2590;14,1;22;
2591;14,2;12;
2592;15,1;;
2593;15,1;12;
2594;14,2;12;
2595;15,1;;
2596;14,2;30;
2597;14,2;30;
2598;14,1;12;
2599;14,2;30;
2600;14,1;ambig;
2601;14,1;11;
2602;14,1;wohl aus Tirol;
2603;14,1;11;
2604;14,2;11;
2605;14,2;40;
2606;14,2;12;
2607;14,1;12;
2608;14,1;40;
2609;14,2;22;
2610;14,2;11;
2611;14,2;ambig;
2612;14,2;11;
2613;15,2;ambig;
2614;14,2;11;
2615;14,2;11;
2616;15,1;21;
2617;14,1;10;
2618;14,2;10;
2619;14,2;20;
2620;14,1;eher alemannisch als schwäbisch;
2621;14,2;30;
2622;15,2;21;
2623;14,2;10;
2624;14,2;21;
2625;14,1;11;
2626;14,2;ambig;
2627;14,2;30;
2628;15,1;30;
2629;15,1;12;
2630;14,1;ambig;
2631;14,2;12;
2632;14,2;12;Luzern
2633;14,1;ambig;
2634;13,1;11;
2635;14,2;21;
2636;14,2;11;
2637;14,2;30;
2638;14,2;11;
2639;15,1;12;
2640;14,2;21;
2641;14,2;ambig;
2642;14,1;ambig;
2643;14,2;12;
2644;14,2;11;
2645;14,1;ambig;
2646;14,1;12;
2647;14,2;11;
2649;14,2;21;
2650;14,2;11;
2651;16,2;;
2652;14,1;22;
2653;14,2;22;
2654;14,1;12;
2655;14,1;20;
2656;14,1;ambig;
2657;14,2;Oberschwaben, nordwestlich von Augsburg. Ostschwaben;
2658;14,1;21;
2659;15,2;21;Heidelberg
2660;14,1;12;
2661;15,1;12;
2662;14,1;21;
2663;14,1;10;
2664;14,2;22;
2665;14,2;10;
2666;14,2;11;Böhmen
2667;14,1;22;
2668;14,2;20;
2669;14,1;12;
2670;15,2;20;
2671;14,2;12;
2672;14,2;osfrk.;Würzburg
2673;14,2;13;Würzburg
2674;14,1;11;
2675;14,2;11;
2676;14,1;11;
2677;15,1;30;
2678;14,1;10;
2679;14,1;11;
2680;14,1;13;
2681;14,1;20;
2682;14,2;ambig;
2683;14,1;22;
2684;14,1;10;
2685;14,2;12;
2686;14,1;ambig;
2687;14,1;20;
2688;14,2;11;
2689;14,2;22;
2691;14,1;11;
2693;14,1;11;Wien
2694;13,2;12;
2695;14,1;20;Fulda
2696;14,2;11;
2697;14,2;21;
2698;14,1;12;Dominikanerinnenkloster St. Katharinental bei Diessenhofen
2699;14,1;11;
2700;14,2;10;
2701;14,2;10;Wien
2702;14,1;22;
2703;14,2;11;
2705;15,2;22;
2706;14,2;ambig;
2707;14,2;20;
2708;14,2;11;
2709;14,1;21;
2710;14,1;10;
2711;14,2;20;
2713;14,1;12;
2714;14,1;ambig;
2715;14,1;21;
2716;14,2;11;
2718;14,2;22;
2719;14,2;21;
2720;14,2;ostthür.;Weida
2721;14,1;11;
2724;14,1;12;
2725;14,1;20;
2726;14,2;12;
2727;14,1;11;
2729;14,1;20;
2730;14,1;ambig;
2731;14,1;11;
2732;14,2;22;
2733;14,2;22;
2734;14,1;ambig;
2735;14,2;Raum Augsburg;
2736;14,2;böhm.;
2737;14,2;22;
2738;15,2;12;
2739;14,2;22;
2741;14,1;21;
2742;14,2;21;
2743;14,1;21;
2744;14,1;11;
2745;14,2;12;
2746;14,2;22;
2747;14,2;ostbair. niederösterr.;
2748;14,1;21;
2749;14,1;ambig;
2750;14,2;22;
2751;14,2;20;
2752;14,2;20;
2753;14,2;30;
2754;14,2;20;
2755;14,1;ambig;Elbing
2756;14,1;nördl. Md.;
2757;14,2;22;
2758;14,2;22;
2760;14,2;10;
2761;14,2;10;
2762;14,1;30;
2763;14,2;11;
2764;14,2;20;
2765;14,2;11;
2766;15,2;22;
2767;14,2;31;
2768;14,2;12;
2769;15,2;12;Süddeutschland
2770;14,2;21;
2771;14,2;21;
2772;14,1;30;
2773;14,2;12;
2774;14,1;nordostalem.;
2775;14,1;12;
2776;14,1;12;
2777;14,1;12;
2778;14,1;11;
2779;15,2;11;
2780;14,2;21;
2781;14,2;12;
2783;14,2;13;
2784;14,2;10;
2785;14,2;20;
2786;15,1;31;
2787;15,2;21;
2788;14,2;11;
2789;14,2;ambig;
2790;14,2;11;
2791;14,2;11;
2792;14,1;31;
2793;14,2;ambig;
2794;14,2;21;Heidelberg
2795;15,1;11;
2796;14,2;30;
2797;14,2;30;
2798;14,1;ambig;
2799;14,1;30;
2800;14,1;20;
2801;14,2;12;Göfis bei Feldkirch
2802;14,2;22;
2803;15,2;30;
2804;14,2;31;
2805;14,2;20;
2806;14,2;31;
2807;14,1;20;
2808;15,1;22;
2809;15,1;31;
2810;14,2;10;
2811;14,1;20;
2812;14,2;22;
2813;15,1;20;
2814;14,2;21;
2815;14,2;22;
2816;14,2;nördl. Mittelbair.;
2817;14,2;ambig;
2818;14,2;11;
2819;14,2;30;
2820;15,2;11;
2821;14,2;22;
2822;14,2;12;
2823;14,2;20;
2824;14,2;22;
2825;14,2;22;
2826;14,2;12;
2827;14,2;11;
2828;14,2;20;
2829;14,1;?;
2830;14,2;22;
2831;14,1;ambig;
2832;14,2;22;
2833;14,1;11;
2834;14,2;20;
2835;14,2;20;
2836;15,2;20;
2837;14,2;11;
2838;14,2;22;
2839;14,2;nicht bestimmbar;
2840;14,2;ambig;Zisterzienserkloster Amelungsborn
2841;14,1;10;
2842;14,2;20;
2843;14,2;10;
2844;14,1;12;
2845;14,2;ambig;
2846;14,2;20;
2847;14,1;21;
2848;14,2;20;
2849;14,2;30;
2850;14,1;20;
2851;14,2;21;
2852;14,2;20;
2853;14,2;ambig;
2854;14,1;ambig;
2855;14,1;22;
2856;14,2;21;
2857;14,1;20;
2858;14,1;11;
2859;14,1;22;
2860;14,2;22;
2861;14,2;12;
2862;14,1;?;
2863;14,2;11;
2864;;12;
2865;15,2;22;
2866;14,2;12;
2867;15,1;20;
2868;14,2;20;
2869;14,2;22;
2870;14,2;22;
2871;14,2;22;
2872;15,2;?;
2873;14,2;40;
2874;14,2;12;
2875;14,2;ambig;
2876;14,2;12;
2877;14,2;12;
2878;12,2;;
2879;15,2;;
2880;15,2;;
2881;15,2;;
2882;15,2;;
2883;16,2;;
2884;16,2;;
2885;15,2;;
2886;15,2;;
2887;15,2;;
2888;15,2;;
2889;15,2;;
2890;15,2;;
2891;15,2;11;
2892;15,1;;
2893;15,2;22;
2894;15,1;11;
2895;15,1;11;
2896;15,2;11;
2897;16,1;;
2898;15,2;;
2899;15,2;;
2900;15,2;;
2903;15,1;11;
2904;13,2;;
2905;15,2;30;
2906;16,1;12;
2907;15,2;40;
2908;15,2;11;
2909;15,2;;
2910;15,2;;
2911;15,2;40;
2912;16,1;;
2913;15,2;;
2914;16,1;;
2915;15,2;12;
2916;15,2;31;
2917;15,2;11;
2919;15,2;;
2920;15,1;40;
2921;15,2;;
2922;16,1;;
2924;16,2;40;
2926;16,1;;
2927;14,1;10;
2928;15,2;;
2929;16,1;;
2930;15,2;12;
2931;16,1;21;
2932;16,1;11;
2933;15,1;;
2935;14,2;20;
2936;15,2;30;
2937;15,2;;Erfurt
2938;15,2;40;
2940;15,2;40;
2942;14,1;30;
2943;14,2;?;
2944;14,2;30;
2945;14,2;ambig;
2946;15,2;21;
2947;15,2;;
2948;15,2;30;
2949;14,2;22;
2950;15,2;20;Prämonstratenserinnenkloster Altenberg bei Wetzlar
2951;15,2;30;Magdeburg
2952;15,2;;
2953;14,1;nordöstl. Grenzgebiet des Obd.;
2954;15,2;;
2955;14,2;20;
2956;15,2;30;
2957;15,2;;
2958;14,2;22;
2959;15,2;11;
2960;15,2;;
2962;15,2;;
2963;14,1;30;
2964;15,1;ambig;
2966;15,2;;
2967;14,2;11;
2969;15,2;;
2970;14,2;22;
2971;16,1;;
2972;16,2;;
2973;14,2;ambig;
2974;15,1;31;
2975;14,2;12;
2976;14,2;12;
2977;14,2;südwestl. Alem.;
2978;15,1;11;
2979;16,1;11;
2980;15,1;20;
2981;14,2;30;
2982;14,2;11;
2983;14,2;nicht feststellbar;
2984;14,1;22;
2985;14,2;21;
2986;14,2;11;
2987;14,1;12;
2988;14,2;21;
2989;15,1;11;
2990;14,2;21;
2991;14,2;11;
2992;14,2;22;
2993;14,2;12;
2994;14,2;11;
2995;14,1;21;
2996;14,2;21;Heidelberg
2997;14,2;30;
2998;14,1;11;
2999;14,2;11;
3000;15,1;11;
3001;14,2;11;
3002;14,1;21;
3003;14,2;30;
3004;15,1;22;
3005;14,2;30;
3006;14,2;31;
3007;16,1;22;
3008;14,2;20;
3009;14,1;20;wohl Freiberg
3010;14,2;böhm.;
3011;15,1;12;
3012;14,2;11;
3013;14,2;ambig;
3014;14,2;11;
3015;14,2;20;
3016;14,1;31;Halle
3017;14,2;31;Halle
3018;14,2;31;Halle
3019;14,1;31;Halle
3020;14,2;ambig;
3021;14,1;22;
3022;14,1;22;
3023;14,2;22;
3024;14,1;20;
3025;14,1;ambig;
3026;15,2;12;
3027;14,1;ambig;
3028;15,2;30;
3029;14,2;11;
3030;14,2;südl. Md.;
3031;15,1;12;
3032;14,2;10;
3033;14,2;11;
3034;14,2;20;
3035;14,2;12;
3036;14,2;30;
3037;14,2;?;
3038;14,2;11;
3039;14,2;ambig;
3040;14,1;11;
3041;15,2;21;
3042;15,2;ambig;
3043;14,1;31;Magdeburg
3044;14,2;31;
3045;14,2;12;
3046;15,2;21;
3047;15,2;12;
3048;14,2;12;
3049;14,2;30;
3050;14,2;30;
3051;14,2;12;
3052;14,2;11;
3053;15,1;11;
3054;14,1;11;
3055;14,1;ambig;
3056;14,1;30;
3057;14,2;?;
3058;14,1;11;
3059;14,2;21;
3060;14,2;11;
3061;14,2;11;
3062;14,2;11;
3063;14,2;11;
3064;14,2;11;
3065;15,2;11;
3066;13,1;ostlimburg.;
3067;15,1;12;
3068;14,2;13;
3069;14,1;südböhm.;
3070;14,2;11;
3071;14,2;11;
3072;14,2;11;
3073;15,1;12;
3074;15,1;11;
3075;14,2;12;
3076;14,1;11;
3077;14,2;12;
3078;14,1;12;
3079;14,1;31;Norddeutschland, wahrscheinlich Lüneburger oder Lübecker Kunstkreis
3080;14,2;böhm.;
3083;14,2;12;
3084;14,2;11;
3085;14,1;12;Konstanz
3086;14,1;11;
3088;14,1;11;
3089;14,2;12;
3090;14,2;11;
3091;15,1;11;
3092;14,2;12;
3094;14,1;11;
3095;14,1;ostbair.;
3096;14,2;südl. Md.;
3097;15,2;;
3098;14,1;ostbair.;
3099;14,2;11;
3100;14,2;südliches Md.;
3102;14,2;11;
3103;14,2;11;
3105;14,2;11;
3108;14,2;11;
3110;14,2;11;
3112;14,2;20;
3113;14,2;11;
3114;14,1;12;
3115;15,1;11;
3116;14,2;20;
3117;14,2;20;
3118;15,1;20;
3119;14,1;20;
3120;14,2;20;
3122;14,2;20;
3123;15,1;ambig;
3124;15,1;30;
3126;15,1;12;
3127;15,1;;
3128;14,1;12;
3130;14,1;12;
3132;15,2;30;
3134;15,1;40;
3135;14,2;30;
3136;15,2;31;
3138;15,2;40;
3140;;40;
3141;14,1;30;Hamburg
3144;15,2;31;Hildesheim
3145;14,2;20;
3146;15,2;;
3147;;;
3148;15,2;30;
3149;14,2;22;
3153;14,2;11;
3156;14,1;11;
3157;15,2;20;
3158;14,2;30;
3160;;;
3161;14,2;30;
3162;15,2;30;
3170;;30;
3172;;;
3175;15,2;31;
3176;15,1;30;
3177;14,2;40;
3180;15,2;30;
3181;16,1;30;Wien
3182;16,1;;
3183;14,2;21;
3184;14,2;11;
3185;14,2;Böhmen;
3186;14,2;21;
3187;14,2;11;
3188;14,2;11;
3189;14,2;12;
3190;14,1;21;
3191;15,1;11;
3192;15,1;11;Stift Reun
3193;14,1;21;
3194;14,1;20;
3195;15,2;11;
3196;14,1;30;
3197;15,2;11;
3198;14,2;21;
3199;15,2;11;
3200;14,1;30;
3201;14,2;30;
3202;11,2;30;
3203;14,1;21;
3204;14,2;21;
3205;14,2;11;
3206;14,2;20;
3207;14,1;22;
3208;14,2;21;
3209;14,1;21;
3210;14,2;22;
3211;14,2;?;
3212;15,1;?;
3213;14,2;21;
3214;15,1;11;
3215;14,2;11;
3216;14,2;11;
3217;14,2;ambig;
3218;14,2;11;
3219;14,2;10;
3220;14,2;30;
3221;14,2;ambig;
3222;14,2;ambig;
3223;14,2;11;
3224;14,2;11;
3225;14,1;11;
3226;14,2;30;
3227;14,2;11;
3228;14,2;11;
3229;14,2;ambig;Amberg
3230;14,2;21;
3231;14,2;21;
3232;15,1;12;
3233;14,2;20;
3234;14,2;22;
3235;14,2;21;
3236;14,1;11;
3237;14,2;22;
3238;15,2;;
3241;16,1;;
3242;16,1;;
3244;16,1;;
3245;16,1;;
3246;16,1;;
3247;15,2;;
3249;15,2;11;
3250;15,1;30;
3251;16,2;30;
3254;15,1;böhm.;
3255;15,2;12;
3256;15,2;ambig;
3257;15,2;11;
3258;16,1;22;Beuthen
3261;15,2;12;
3262;15,1;11;
3263;15,2;11;
3264;15,2;13;
3265;15,2;11;
3268;15,2;11;
3269;15,1;;
3272;16,1;;
3273;15,1;;
3274;15,2;11;
3275;15,2;21;
3276;15,2;12;
3277;15,1;11;
3278;16,2;11;um Klagenfurt
3279;15,2;12;
3280;15,1;12;
3281;15,1;21;
3282;15,2;;
3283;15,1;;
3284;16,2;;
3285;15,2;;
3286;15,1;11;
3287;15,2;10;
3288;15,2;12;
3289;15,2;;Nürnberg
3291;15,1;11;
3292;15,2;ambig;
3293;15,2;12;
3294;15,2;11;
3295;15,2;10;
3296;15,2;12;
3297;15,2;;
3298;15,2;;
3299;16,1;22;
3300;15,2;;
3301;15,2;21;
3302;16,1;31;
3303;16,1;21;
3304;15,1;11;
3305;15,2;20;
3306;15,2;11;
3307;15,2;13;
3308;15,2;12;
3310;15,2;;
3311;15,2;;Regensburg
3312;15,2;;
3313;15,2;30;
3314;15,2;;
3315;15,2;;
3316;;40;
3317;;40;
3318;;40;
3319;10,2;;
3321;;;
3322;14,2;20;
3323;14,2;30;
3324;14,1;30;
3325;16,1;21;
3326;15,2;11;
3327;15,2;norbair.;
3328;15,2;10;
3329;15,1;11;
3330;16,1;11;
3331;15,2;10;
3332;15,2;30;
3334;15,1;;
3335;15,2;11;
3336;16,1;11;
3337;16,1;13;
3338;15,2;;Basel
3339;15,2;östliches Hochalem.;Konstanz
3340;15,1;11;
3341;16,1;10;Augsburg
3342;15,2;11;
3343;15,2;;
3344;15,2;30;
3345;15,2;22;
3347;15,2;21;
3348;15,2;12;
3349;15,2;unbekannt;
3350;15,2;11;
3351;15,2;11;
3352;16,1;21;
3353;16,1;11;
3354;16,1;11;
3355;14,2;11;
3356;16,1;13;
3357;16,1;12;
3360;15,2;11;
3361;15,2;11;
3362;15,2;21;
3363;14,2;22;
3364;14,2;20;Halle
3365;13,1;;
3366;15,2;21;
3367;15,2;21;
3368;14,2;11;
3369;15,2;21;
3370;;;
3371;;;
3372;;;
3373;14,2;21;
3374;15,2;21;
3375;15,1;ostwestf.;
3376;;;
3377;;;
3378;;;
3379;15,1;21;
3380;15,1;12;Hagenau
3381;13,2;;
3382;13,2;;Augsburg
3384;12,2;;
3385;12,2;;
3386;Glossen: unbekannt ;;
3387;13,2;;
3388;Glossen: unbekannt ;;
3389;13,2;;
3390;13,1;;
3391;13,1;;
3392;14,2;11;
3393;14,1;13;
3394;14,2;11;
3395;14,1;30;
3396;Glossen: unbekannt ;;
3397;Glossen: unbekannt ;;
3398;15,1;12;Schlettstadt / Sélestad
3399;15,1;10;
3400;15,1;12;
3404;15,1;12;
3406;14,2;ambig;
3407;14,1;12;
3408;Glossen: unbekannt ;;
3409;Glossen: unbekannt ;;
3410;14,2;;
3411;Glossen: keine Angaben ;;
3412;14,1;11;
3413;15,1;31;
3414;14,2;22;
3416;15,2;30;
3417;15,2;40;Geldern
3418;15,1;;
3419;15,2;;
3420;15,2;;
3421;15,2;30;Im Augustinerinnenkloster St. Agnetenberg in Dülmen entstanden. vgl. Bl. 176v: Dyt boeck is gheendet in den jare vnses leuen heren do men schref MCCCC vnde LXXVIII vp sante Barbaren dach in der suster hues to sunte Agneten berghe in Dulmen.
3422;15,1;40;
3423;15,2;11;
3424;15,2;12;
3425;15,1;21;
3426;15,2;22;
3427;15,1;21;
3428;15,2;21;
3429;15,1;12;
3430;15,1;40;
3431;15,2;40;Amsterdam
3433;15,1;ambig;
3434;13,2;;
3435;10,2;;
3436;14,2;;
3437;14,1;;
3438;15,2;40;
3439;15,2;31;
3440;16,1;40;
3441;15,2;31;
3442;15,2;40;
3444;15,2;40;
3445;15,2;40;
3447;16,1;21;Nach dem Kolophon entstanden im Franziskanerkloster zu den Oliven in Köln 1509
3448;15,2;20;
3449;16,1;;
3450;15,1;30;
3451;16,1;40;
3452;15,2;21;
3453;15,2;ambig;Heidelberg
3455;16,1;ambig;
3458;15,2;40;
3459;15,2;ambig;
3460;15,2;30;
3461;15,2;11;
3462;14,2;21;
3463;15,2;31;
3464;16,1;geldrisch;
3467;15,1;12;
3468;16,1;31;
3469;15,2;40;
3470;16,1;12;
3471;16,1;12;
3472;15,2;40;
3473;16,1;21;
3474;16,2;21;
3475;15,1;;
3477;16,1;21;Trier
3478;16,1;ambig;
3479;16,1;12;
3480;16,1;30;
3481;16,1;30;
3482;16,1;;
3483;16,1;21;
3484;16,2;;
3485;15,2;12;Augsburg
3487;15,2;12;
3488;15,2;;Trier
3489;16,1;;
3490;16,1;30;
3491;15,2;30;
3492;16,2;ambig;Trier
3493;15,2;Brabantisch;
3494;16,1;30;Zisterzienserinnenkloster Medingen bei Lüneburg
3495;16,1;30;
3496;15,2;30;
3498;16,1;;
3499;14,2;20;
3500;14,1;10;
3501;14,1;32;
3502;14,2;30;
3503;15,2;12;
3504;15,2;11;
3505;15,2;;
3506;15,2;12;
3507;15,2;;
3508;15,2;;
3509;17,1;;
3510;15,2;12;
3511;14,2;12;Straßburg
3512;;;
3513;15,1;12;s.u. Ergänzender Hinweis
3514;15,1;;
3515;15,2;;
3516;15,2;11;
3517;15,1;11;
3518;;21;Westfalen
3519;15,2;11;
3520;15,1;ambig;
3521;15,2;;
3522;14,1;30;
3523;15,2;30;
3524;15,2;30;
3525;14,1;ambig;
3526;14,2;30;
3527;14,2;30;
3528;15,2;ambig;
3532;;11;
3533;15,2;12;
3534;;;
3535;16,2;20;
3538;14,2;30;
3539;15,1;12;
3540;16,1;30;
3541;15,1;21;
3542;;;
3543;15,2;21;
3544;15,2;30;Ewig bei Attendorn
3545;15,2;30;Lübeck
3546;15,2;11;
3547;15,2;oberschwäb.;
3548;15,2;20;
3550;;;
3553;15,2;12;
3558;15,2;;
3559;;;
3560;15,1;;
3561;15,1;21;
3562;15,2;13;
3563;15,2;;
3564;15,2;12;
3565;;;
3567;15,2;10;
3568;15,2;30;
3569;15,2;10;
3572;15,1;30;
3573;15,2;;
3574;;;
3576;15,2;10;
3577;15,2;;
3578;15,2;12;
3580;15,2;11;
3581;15,2;;
3583;15,2;20;
3584;15,2;;
3585;15,2;?;
3586;;;
3587;;11;
3588;15,2;12;
3589;15,2;;
3590;15,1;12;
3591;15,1;12;
3592;15,2;;
3593;15,2;12;
3594;15,2;;
3596;15,2;;
3597;15,2;10;
3599;;;
3601;15,1;12;
3602;15,2;12;
3603;15,2;;
3604;15,2;12;
3605;;;
3606;15,2;30;
3607;15,1;12;
3608;15,1;21;
3609;15,1;11;
3610;15,1;11;
3611;15,1;21;
3612;15,2;21;
3613;15,2;10;
3614;15,2;11;
3615;15,1;11;
3616;15,2;20;
3617;14,1;11;
3618;14,1;die Sprache weicht, soviel noch ersichtlich, vom mittelhochdeutschen Normalidiom so gut wie nicht ab;
3619;14,2;11;
3620;15,1;21;
3621;15,1;11;
3622;15,1;12;Augsburg
3623;15,2;11;
3624;15,1;11;
3625;15,1;11;
3626;14,1;40;
3627;15,2;11;
3629;14,2;11;
3631;15,2;40;
3632;15,2;11;
3633;15,2;22;
3634;15,1;;
3635;;;
3636;unbekannt;;
3637;16,1;10;
3638;15,1;11;
3639;14,1;11;
3640;14,2;ambig;
3641;;;
3642;14,2;11;
3643;14,2;11;
3644;14,1;ambig;
3645;14,2;20;
3646;15,1;11;
3647;15,2;12;
3648;15,2;12;
3649;15,2;12;
3650;14,1;22;
3651;15,2;11;
3652;14,1;ambig;
3653;15,2;12;
3654;14,2;11;
3655;16,2;;
3656;15,2;11;
3658;14,2;30;
3659;14,2;40;
3660;14,2;40;
3661;15,2;12;
3663;15,1;22;
3664;15,1;ambig;
3665;15,2;ambig;
3666;16,1;20;
3667;15,1;22;
3668;15,2;20;
3669;15,2;;
3671;16,1;30;Rostock
3672;15,2;;
3673;15,2;12;Augsburg
3675;14,1;11;
3676;15,2;12;Augsburg
3677;15,2;ambig;
3678;15,2;ambig;
3679;14,2;11;
3680;13,1;21;
3681;15,2;10;I: Nürnberg
3682;15. Jahrhundert ;;
3683;15,1;10;Eichstätt oder Umgebung
3684;15,2;11;
3685;15,2;11;
3686;15,2;11;
3687;15,2;11;
3688;;mittelrheinisch, Raum Arnstein oder Beselich;Arnstein, nicht sicher
3689;15,2;12;
3690;14,2;21;
3691;14,2;21;
3692;;12;St. Gallen
3693;14,2;11;
3694;14,1;12;Augsburg
3695;15,2;11;
3696;;;
3697;15,1;21;
3698;;;
3699;15,2;ambig;
3700;10,1;;Regensburg
3701;16,1;11;Regensburg
3702;;12;Südwestdeutschland
3703;15,2;11;
3704;15,2;10;
3705;15,2;22;
3706;15,2;;
3707;15,2;21;Marburg
3708;15,1;;
3709;15,2;11;
3710;15,1;11;
3711;15,1;12;Bebenhausen
3712;15,2;11;
3713;;;
3714;15,2;ambig;Augsburg
3715;15,2;22;
3716;15,2;11;
3717;15,1;11;Klarissenkloster Eger
3718;15,2;11;
3719;16,1;13;Würzburg
